Date,TOD,Number
12/17/00,E,7119
5/15/01,E,2024
3/26/01,E,5775
2/4/01,E,4462
12/16/00,E,5814
5/14/01,E,6739
3/25/01,E,5083
2/3/01,E,7617
12/15/00,E,7327
5/13/01,E,4177
3/24/01,E,5021
2/2/01,E,9098
12/14/00,E,0105
5/12/01,E,1036
3/23/01,E,4631
2/1/01,E,6454
12/13/00,E,2318
5/11/01,E,3159
3/22/01,E,0027
1/31/01,E,1690
12/12/00,E,7417
5/10/01,E,1848
3/21/01,E,4418
1/30/01,E,9501
12/11/00,E,5804
5/9/01,E,0886
3/20/01,E,5104
1/29/01,E,6704
12/10/00,E,0915
5/8/01,E,7799
3/19/01,E,6463
1/28/01,E,1324
12/9/00,E,9033
5/7/01,E,0702
3/18/01,E,1540
1/27/01,E,0477
12/8/00,E,1552
5/6/01,E,7434
3/17/01,E,1918
1/26/01,E,8293
12/7/00,E,6601
5/5/01,E,2280
3/16/01,E,0813
1/25/01,E,9204
12/6/00,E,2718
5/4/01,E,5314
3/15/01,E,3661
1/24/01,E,7443
12/5/00,E,3162
5/3/01,E,1312
3/14/01,E,4882
1/23/01,E,9936
12/4/00,E,3396
5/2/01,E,1337
3/13/01,E,2710
1/22/01,E,0649
12/3/00,E,4585
5/1/01,E,9159
3/12/01,E,8312
1/21/01,E,1834
12/2/00,E,3281
4/30/01,E,2735
3/11/01,E,2378
1/20/01,E,1362
12/1/00,E,0463
4/29/01,E,1905
3/10/01,E,7014
1/19/01,E,4964
11/30/00,E,9061
4/28/01,E,6574
3/9/01,E,0650
1/18/01,E,4207
11/29/00,E,5952
4/27/01,E,0758
3/8/01,E,0755
1/17/01,E,6621
11/28/00,E,0597
4/26/01,E,7007
3/7/01,E,1730
1/16/01,E,7371
11/27/00,E,8940
4/25/01,E,5213
3/6/01,E,2529
1/15/01,E,0886
11/26/00,E,3092
4/24/01,E,5233
3/5/01,E,4512
1/14/01,E,8415
11/25/00,E,9213
11/24/00,E,4647
10/5/00,E,3115
8/16/00,E,4614
6/27/00,E,9538
11/23/00,E,7923
10/4/00,E,9081
8/15/00,E,6750
6/26/00,E,7453
11/22/00,E,6644
10/3/00,E,4271
8/14/00,E,9419
6/25/00,E,9842
11/21/00,E,4875
10/2/00,E,6801
8/13/00,E,6459
6/24/00,E,4071
11/20/00,E,0526
10/1/00,E,8653
8/12/00,E,3059
6/23/00,E,2635
11/19/00,E,2624
9/30/00,E,1026
8/11/00,E,3349
6/22/00,E,8410
11/18/00,E,8157
9/29/00,E,7406
8/10/00,E,1657
6/21/00,E,0093
11/17/00,E,7423
9/28/00,E,2318
8/9/00,E,9125
6/20/00,E,3756
11/16/00,E,2661
9/27/00,E,9323
8/8/00,E,7511
6/19/00,E,8058
11/15/00,E,9411
9/26/00,E,7258
8/7/00,E,3617
6/18/00,E,3310
11/14/00,E,2718
9/25/00,E,8865
8/6/00,E,7668
6/17/00,E,3340
11/13/00,E,5013
9/24/00,E,2031
8/5/00,E,0573
6/16/00,E,3140
11/12/00,E,8203
9/23/00,E,9641
8/4/00,E,2486
6/15/00,E,7069
11/11/00,E,3618
9/22/00,E,8034
8/3/00,E,4656
6/14/00,E,9399
11/10/00,E,3148
9/21/00,E,8448
8/2/00,E,6726
6/13/00,E,4041
11/9/00,E,3310
9/20/00,E,7875
8/1/00,E,3835
6/12/00,E,0756
11/8/00,E,5910
9/19/00,E,1700
7/31/00,E,2253
6/11/00,E,8133
11/7/00,E,3307
9/18/00,E,8532
7/30/00,E,5353
6/10/00,E,7906
11/6/00,E,1068
9/17/00,E,8511
7/29/00,E,5920
6/9/00,E,6526
11/5/00,E,4272
9/16/00,E,0278
7/28/00,E,0634
6/8/00,E,7810
11/4/00,E,8033
9/15/00,E,2771
7/27/00,E,8376
6/7/00,E,0186
11/3/00,E,2618
9/14/00,E,7800
7/26/00,E,9961
6/6/00,E,6947
11/2/00,E,2319
9/13/00,E,6906
7/25/00,E,6842
6/5/00,E,0977
11/1/00,E,7345
9/12/00,E,5584
7/24/00,E,0311
6/4/00,E,3923
10/31/00,E,5491
9/11/00,E,2892
7/23/00,E,1960
6/3/00,E,8562
10/30/00,E,8441
9/10/00,E,3282
7/22/00,E,4739
6/2/00,E,7416
10/29/00,E,8534
9/9/00,E,5822
7/21/00,E,0044
6/1/00,E,1679
10/28/00,E,3083
9/8/00,E,4691
7/20/00,E,8862
5/31/00,E,8386
10/27/00,E,7027
9/7/00,E,4002
7/19/00,E,8588
5/30/00,E,3884
10/26/00,E,5370
9/6/00,E,1862
7/18/00,E,3922
5/29/00,E,0706
10/25/00,E,4968
9/5/00,E,8831
7/17/00,E,3937
5/28/00,E,2868
10/24/00,E,2052
9/4/00,E,4439
7/16/00,E,2498
5/27/00,E,3705
10/23/00,E,2790
9/3/00,E,8287
7/15/00,E,3422
5/26/00,E,1395
10/22/00,E,4652
9/2/00,E,9304
7/14/00,E,7155
5/25/00,E,6024
10/21/00,E,4771
9/1/00,E,7529
7/13/00,E,4418
5/24/00,E,1069
10/20/00,E,1483
8/31/00,E,1146
7/12/00,E,3313
5/23/00,E,2316
10/19/00,E,6386
8/30/00,E,6688
7/11/00,E,0047
5/22/00,E,3127
10/18/00,E,4740
8/29/00,E,0171
7/10/00,E,4319
5/21/00,E,1121
10/17/00,E,0930
8/28/00,E,8954
7/9/00,E,3045
5/20/00,E,1884
10/16/00,E,6322
8/27/00,E,7105
7/8/00,E,3474
5/19/00,E,0598
10/15/00,E,8448
8/26/00,E,5270
7/7/00,E,3035
5/18/00,E,8860
10/14/00,E,7452
8/25/00,E,4273
7/6/00,E,8920
5/17/00,E,1354
10/13/00,E,2390
8/24/00,E,3192
7/5/00,E,1965
5/16/00,E,6405
10/12/00,E,8344
8/23/00,E,1670
7/4/00,E,9295
5/15/00,E,3942
10/11/00,E,9529
8/22/00,E,8376
7/3/00,E,6698
5/14/00,E,5197
10/10/00,E,4536
8/21/00,E,6706
7/2/00,E,6376
5/13/00,E,1336
10/9/00,E,9253
8/20/00,E,2800
7/1/00,E,7178
5/12/00,E,3689
10/8/00,E,3330
8/19/00,E,6161
6/30/00,E,0817
5/11/00,E,3282
10/7/00,E,4097
8/18/00,E,8374
6/29/00,E,4509
5/10/00,E,5661
10/6/00,E,2321
8/17/00,E,3600
6/28/00,E,6143
5/9/00,E,7336
5/8/00,E,6928
3/19/00,E,2539
1/29/00,E,0012
12/10/99,E,1065
5/7/00,E,6341
3/18/00,E,3225
1/28/00,E,0910
12/9/99,E,4552
5/6/00,E,5530
3/17/00,E,9574
1/27/00,E,7555
12/8/99,E,2329
5/5/00,E,5287
3/16/00,E,5635
1/26/00,E,9312
12/7/99,E,0718
5/4/00,E,2798
3/15/00,E,1189
1/25/00,E,5314
12/6/99,E,2581
5/3/00,E,2544
3/14/00,E,0206
1/24/00,E,0746
12/5/99,E,7737
5/2/00,E,8285
3/13/00,E,9755
1/23/00,E,0499
12/4/99,E,0831
5/1/00,E,5875
3/12/00,E,8734
1/22/00,E,2630
12/3/99,E,6633
4/30/00,E,3779
3/11/00,E,1046
1/21/00,E,4734
12/2/99,E,8345
4/29/00,E,0549
3/10/00,E,2029
1/20/00,E,4020
12/1/99,E,2214
4/28/00,E,8354
3/9/00,E,9839
1/19/00,E,2863
11/30/99,E,7025
4/27/00,E,8357
3/8/00,E,2230
1/18/00,E,8023
11/29/99,E,6857
4/26/00,E,7350
3/7/00,E,6617
1/17/00,E,3928
11/28/99,E,2523
4/25/00,E,3552
3/6/00,E,0100
1/16/00,E,7695
11/27/99,E,7665
4/24/00,E,1837
3/5/00,E,5292
1/15/00,E,9739
11/26/99,E,0706
4/23/00,E,3156
3/4/00,E,3224
1/14/00,E,3668
11/25/99,E,8900
4/22/00,E,1080
3/3/00,E,4097
1/13/00,E,6239
11/24/99,E,0379
4/21/00,E,3929
3/2/00,E,8798
1/12/00,E,8424
11/23/99,E,0546
4/20/00,E,4566
3/1/00,E,0310
1/11/00,E,1668
11/22/99,E,3627
4/19/00,E,9619
2/29/00,E,4617
1/10/00,E,2475
11/21/99,E,6497
4/18/00,E,4305
2/28/00,E,1039
1/9/00,E,5321
11/20/99,E,1304
4/17/00,E,0064
2/27/00,E,2569
1/8/00,E,9235
11/19/99,E,6394
4/16/00,E,6609
2/26/00,E,9380
1/7/00,E,5299
11/18/99,E,2715
4/15/00,E,5213
2/25/00,E,6948
1/6/00,E,9528
11/17/99,E,8663
4/14/00,E,4061
2/24/00,E,5199
1/5/00,E,5340
11/16/99,E,6917
4/13/00,E,9384
2/23/00,E,5386
1/4/00,E,4478
11/15/99,E,1915
4/12/00,E,5874
2/22/00,E,1313
1/3/00,E,5824
11/14/99,E,0789
4/11/00,E,8540
2/21/00,E,5948
1/2/00,E,9971
11/13/99,E,1006
4/10/00,E,5687
2/20/00,E,4407
1/1/00,E,7542
11/12/99,E,6682
4/9/00,E,2283
2/19/00,E,9003
12/31/99,E,4465
11/11/99,E,5759
4/8/00,E,1235
2/18/00,E,2059
12/30/99,E,5906
11/10/99,E,1203
4/7/00,E,1791
2/17/00,E,3677
12/29/99,E,6302
11/9/99,E,3230
4/6/00,E,1155
2/16/00,E,6279
12/28/99,E,8425
11/8/99,E,4557
4/5/00,E,4987
2/15/00,E,8070
12/27/99,E,2726
11/7/99,E,1312
4/4/00,E,0224
2/14/00,E,7590
12/26/99,E,4301
11/6/99,E,0109
4/3/00,E,5734
2/13/00,E,6856
12/25/99,E,1274
11/5/99,E,1967
4/2/00,E,1053
2/12/00,E,1187
12/24/99,E,2903
11/4/99,E,3339
4/1/00,E,0934
2/11/00,E,9428
12/23/99,E,9713
11/3/99,E,4089
3/31/00,E,8342
2/10/00,E,8807
12/22/99,E,0705
11/2/99,E,1844
3/30/00,E,2513
2/9/00,E,5529
12/21/99,E,7016
11/1/99,E,2050
3/29/00,E,6195
2/8/00,E,1867
12/20/99,E,2512
10/31/99,E,4441
3/28/00,E,4550
2/7/00,E,8852
12/19/99,E,8528
10/30/99,E,9437
3/27/00,E,8335
2/6/00,E,4052
12/18/99,E,9893
10/29/99,E,9867
3/26/00,E,7626
2/5/00,E,7526
12/17/99,E,5403
10/28/99,E,5845
3/25/00,E,3129
2/4/00,E,7077
12/16/99,E,6173
10/27/99,E,2482
3/24/00,E,4754
2/3/00,E,8451
12/15/99,E,9954
10/26/99,E,9934
3/23/00,E,9139
2/2/00,E,6667
12/14/99,E,5940
10/25/99,E,5014
3/22/00,E,0824
2/1/00,E,7893
12/13/99,E,1910
10/24/99,E,5161
3/21/00,E,5207
1/31/00,E,5840
12/12/99,E,7097
10/23/99,E,7065
3/20/00,E,5597
1/30/00,E,9708
12/11/99,E,1942
10/22/99,E,1532
10/21/99,E,2795
9/1/99,E,0695
7/13/99,E,2443
5/24/99,E,9164
10/20/99,E,8196
8/31/99,E,9469
7/12/99,E,3257
5/23/99,E,2618
10/19/99,E,1128
8/30/99,E,7428
7/11/99,E,6246
5/22/99,E,9940
10/18/99,E,0163
8/29/99,E,9970
7/10/99,E,3544
5/21/99,E,7573
10/17/99,E,6916
8/28/99,E,6862
7/9/99,E,6063
5/20/99,E,4089
10/16/99,E,7269
8/27/99,E,2723
7/8/99,E,9082
5/19/99,E,1279
10/15/99,E,4727
8/26/99,E,2636
7/7/99,E,7138
5/18/99,E,1543
10/14/99,E,0905
8/25/99,E,4670
7/6/99,E,5577
5/17/99,E,3401
10/13/99,E,1925
8/24/99,E,6050
7/5/99,E,2517
5/16/99,E,8920
10/12/99,E,3326
8/23/99,E,9472
7/4/99,E,0959
5/15/99,E,6314
10/11/99,E,4128
8/22/99,E,7356
7/3/99,E,6793
5/14/99,E,2896
10/10/99,E,1221
8/21/99,E,6272
7/2/99,E,8100
5/13/99,E,3430
10/9/99,E,5645
8/20/99,E,1813
7/1/99,E,7989
5/12/99,E,4886
10/8/99,E,8006
8/19/99,E,6201
6/30/99,E,2594
5/11/99,E,0202
10/7/99,E,0708
8/18/99,E,1679
6/29/99,E,5473
5/10/99,E,4064
10/6/99,E,1142
8/17/99,E,3139
6/28/99,E,6384
5/9/99,E,6955
10/5/99,E,3948
8/16/99,E,4874
6/27/99,E,1580
5/8/99,E,5443
10/4/99,E,0221
8/15/99,E,7568
6/26/99,E,4278
5/7/99,E,2733
10/3/99,E,2008
8/14/99,E,6223
6/25/99,E,3345
5/6/99,E,1183
10/2/99,E,4039
8/13/99,E,3986
6/24/99,E,7911
5/5/99,E,1856
10/1/99,E,2120
8/12/99,E,2620
6/23/99,E,5687
5/4/99,E,0507
9/30/99,E,6519
8/11/99,E,5854
6/22/99,E,3804
5/3/99,E,7194
9/29/99,E,7306
8/10/99,E,8412
6/21/99,E,6499
5/2/99,E,4415
9/28/99,E,6996
8/9/99,E,9784
6/20/99,E,3363
5/1/99,E,9068
9/27/99,E,0085
8/8/99,E,8498
6/19/99,E,7044
4/30/99,E,1676
9/26/99,E,2549
8/7/99,E,4263
6/18/99,E,3274
4/29/99,E,1472
9/25/99,E,7006
8/6/99,E,7499
6/17/99,E,2134
4/28/99,E,0048
9/24/99,E,6104
8/5/99,E,0160
6/16/99,E,4372
4/27/99,E,3897
9/23/99,E,9115
8/4/99,E,2875
6/15/99,E,1486
4/26/99,E,2895
9/22/99,E,2163
8/3/99,E,5873
6/14/99,E,8745
4/25/99,E,4820
9/21/99,E,3410
8/2/99,E,8219
6/13/99,E,0933
4/24/99,E,8966
9/20/99,E,0794
8/1/99,E,3062
6/12/99,E,8173
4/23/99,E,2672
9/19/99,E,4098
7/31/99,E,8084
6/11/99,E,5962
4/22/99,E,4311
9/18/99,E,1258
7/30/99,E,3273
6/10/99,E,1265
4/21/99,E,0173
9/17/99,E,1009
7/29/99,E,0004
6/9/99,E,2643
4/20/99,E,2328
9/16/99,E,7864
7/28/99,E,2062
6/8/99,E,4400
4/19/99,E,7336
9/15/99,E,4673
7/27/99,E,8345
6/7/99,E,8256
4/18/99,E,3978
9/14/99,E,8545
7/26/99,E,1576
6/6/99,E,8881
4/17/99,E,5759
9/13/99,E,4474
7/25/99,E,3683
6/5/99,E,2338
4/16/99,E,1361
9/12/99,E,2556
7/24/99,E,6062
6/4/99,E,3530
4/15/99,E,3454
9/11/99,E,0156
7/23/99,E,6522
6/3/99,E,4762
4/14/99,E,9056
9/10/99,E,6172
7/22/99,E,4118
6/2/99,E,6555
4/13/99,E,7942
9/9/99,E,6911
7/21/99,E,7419
6/1/99,E,8541
4/12/99,E,8723
9/8/99,E,9829
7/20/99,E,1840
5/31/99,E,2978
4/11/99,E,5073
9/7/99,E,8895
7/19/99,E,9156
5/30/99,E,0789
4/10/99,E,2961
9/6/99,E,3011
7/18/99,E,5360
5/29/99,E,1378
4/9/99,E,0630
9/5/99,E,2961
7/17/99,E,4629
5/28/99,E,3905
4/8/99,E,0530
9/4/99,E,6244
7/16/99,E,1751
5/27/99,E,9855
4/7/99,E,2577
9/3/99,E,7728
7/15/99,E,8851
5/26/99,E,1682
4/6/99,E,6230
9/2/99,E,2844
7/14/99,E,9846
5/25/99,E,6528
4/5/99,E,3029
4/4/99,E,0381
2/13/99,E,4030
12/25/98,E,4283
11/5/98,E,9355
4/3/99,E,9968
2/12/99,E,8209
12/24/98,E,0257
11/4/98,E,1065
4/2/99,E,2904
2/11/99,E,8235
12/23/98,E,5313
11/3/98,E,5828
4/1/99,E,6402
2/10/99,E,7271
12/22/98,E,8576
11/2/98,E,7172
3/31/99,E,0607
2/9/99,E,2946
12/21/98,E,9404
11/1/98,E,1698
3/30/99,E,8787
2/8/99,E,0521
12/20/98,E,8767
10/31/98,E,1390
3/29/99,E,1267
2/7/99,E,0110
12/19/98,E,0171
10/30/98,E,6162
3/28/99,E,9211
2/6/99,E,8468
12/18/98,E,7912
10/29/98,E,0171
3/27/99,E,6199
2/5/99,E,8253
12/17/98,E,6189
10/28/98,E,3405
3/26/99,E,8060
2/4/99,E,8686
12/16/98,E,2760
10/27/98,E,5858
3/25/99,E,1474
2/3/99,E,0673
12/15/98,E,3190
10/26/98,E,5208
3/24/99,E,1614
2/2/99,E,4480
12/14/98,E,7784
10/25/98,E,5345
3/23/99,E,6836
2/1/99,E,4889
12/13/98,E,3319
10/24/98,E,4837
3/22/99,E,2539
1/31/99,E,7648
12/12/98,E,4475
10/23/98,E,4452
3/21/99,E,8751
1/30/99,E,8018
12/11/98,E,8868
10/22/98,E,6619
3/20/99,E,6285
1/29/99,E,8868
12/10/98,E,0001
10/21/98,E,2120
3/19/99,E,6525
1/28/99,E,8511
12/9/98,E,1913
10/20/98,E,5558
3/18/99,E,1612
1/27/99,E,7484
12/8/98,E,5316
10/19/98,E,0283
3/17/99,E,7421
1/26/99,E,3633
12/7/98,E,6809
10/18/98,E,5570
3/16/99,E,6227
1/25/99,E,6534
12/6/98,E,5657
10/17/98,E,5483
3/15/99,E,5744
1/24/99,E,4332
12/5/98,E,0334
10/16/98,E,2198
3/14/99,E,3696
1/23/99,E,5885
12/4/98,E,2090
10/15/98,E,0819
3/13/99,E,4413
1/22/99,E,1529
12/3/98,E,8741
10/14/98,E,0147
3/12/99,E,6457
1/21/99,E,7374
12/2/98,E,9083
10/13/98,E,6207
3/11/99,E,7778
1/20/99,E,9588
12/1/98,E,9539
10/12/98,E,5472
3/10/99,E,3264
1/19/99,E,0353
11/30/98,E,2868
10/11/98,E,6140
3/9/99,E,4030
1/18/99,E,9971
11/29/98,E,7547
10/10/98,E,6521
3/8/99,E,2597
1/17/99,E,2483
11/28/98,E,8126
10/9/98,E,4535
3/7/99,E,6899
1/16/99,E,3358
11/27/98,E,9788
10/8/98,E,3780
3/6/99,E,0544
1/15/99,E,6281
11/26/98,E,2718
10/7/98,E,5797
3/5/99,E,3097
1/14/99,E,0898
11/25/98,E,3654
10/6/98,E,1777
3/4/99,E,2093
1/13/99,E,7294
11/24/98,E,8863
10/5/98,E,9456
3/3/99,E,3631
1/12/99,E,4418
11/23/98,E,5330
10/4/98,E,9496
3/2/99,E,5715
1/11/99,E,7282
11/22/98,E,7696
10/3/98,E,3440
3/1/99,E,8250
1/10/99,E,5850
11/21/98,E,1926
10/2/98,E,3737
2/28/99,E,8266
1/9/99,E,8565
11/20/98,E,0856
10/1/98,E,5741
2/27/99,E,5986
1/8/99,E,8166
11/19/98,E,5444
9/30/98,E,6961
2/26/99,E,1063
1/7/99,E,0716
11/18/98,E,4752
9/29/98,E,7061
2/25/99,E,2291
1/6/99,E,4495
11/17/98,E,2765
9/28/98,E,5425
2/24/99,E,9027
1/5/99,E,3041
11/16/98,E,2596
9/27/98,E,5989
2/23/99,E,0581
1/4/99,E,2225
11/15/98,E,3618
9/26/98,E,5214
2/22/99,E,4113
1/3/99,E,5033
11/14/98,E,0433
9/25/98,E,9015
2/21/99,E,2163
1/2/99,E,5522
11/13/98,E,3138
9/24/98,E,9874
2/20/99,E,2199
1/1/99,E,9353
11/12/98,E,6735
9/23/98,E,5911
2/19/99,E,9443
12/31/98,E,7422
11/11/98,E,1364
9/22/98,E,5993
2/18/99,E,1208
12/30/98,E,1193
11/10/98,E,6498
9/21/98,E,7442
2/17/99,E,8293
12/29/98,E,1935
11/9/98,E,9061
9/20/98,E,4596
2/16/99,E,6719
12/28/98,E,6879
11/8/98,E,8151
9/19/98,E,7912
2/15/99,E,9737
12/27/98,E,1118
11/7/98,E,4959
9/18/98,E,6162
2/14/99,E,1406
12/26/98,E,9344
11/6/98,E,3504
9/17/98,E,2726
9/16/98,E,6069
7/28/98,E,9032
6/8/98,E,0107
4/19/98,E,8375
9/15/98,E,0672
7/27/98,E,9052
6/7/98,E,3858
4/18/98,E,8843
9/14/98,E,9042
7/26/98,E,3999
6/6/98,E,5458
4/17/98,E,5886
9/13/98,E,6631
7/25/98,E,6302
6/5/98,E,3241
4/16/98,E,3663
9/12/98,E,8408
7/24/98,E,6452
6/4/98,E,8614
4/15/98,E,7266
9/11/98,E,1831
7/23/98,E,2912
6/3/98,E,0798
4/14/98,E,1863
9/10/98,E,7046
7/22/98,E,5088
6/2/98,E,1369
4/13/98,E,1885
9/9/98,E,3912
7/21/98,E,5590
6/1/98,E,5648
4/12/98,E,3961
9/8/98,E,9112
7/20/98,E,8022
5/31/98,E,9804
4/11/98,E,1449
9/7/98,E,0173
7/19/98,E,0347
5/30/98,E,8821
4/10/98,E,2343
9/6/98,E,0661
7/18/98,E,7456
5/29/98,E,5392
4/9/98,E,9607
9/5/98,E,7763
7/17/98,E,5103
5/28/98,E,9599
4/8/98,E,0053
9/4/98,E,7265
7/16/98,E,7020
5/27/98,E,6627
4/7/98,E,0075
9/3/98,E,0005
7/15/98,E,5961
5/26/98,E,9791
4/6/98,E,0709
9/2/98,E,7327
7/14/98,E,8332
5/25/98,E,6087
4/5/98,E,0476
9/1/98,E,9808
7/13/98,E,8252
5/24/98,E,7419
4/4/98,E,7564
8/31/98,E,2725
7/12/98,E,9296
5/23/98,E,0900
4/3/98,E,6908
8/30/98,E,4180
7/11/98,E,7764
5/22/98,E,3683
4/2/98,E,8112
8/29/98,E,6349
7/10/98,E,9254
5/21/98,E,2455
4/1/98,E,2324
8/28/98,E,3247
7/9/98,E,0195
5/20/98,E,2049
3/31/98,E,1110
8/27/98,E,5849
7/8/98,E,6844
5/19/98,E,9100
3/30/98,E,6647
8/26/98,E,8865
7/7/98,E,1136
5/18/98,E,0114
3/29/98,E,3788
8/25/98,E,2274
7/6/98,E,0667
5/17/98,E,6988
3/28/98,E,8588
8/24/98,E,7285
7/5/98,E,5598
5/16/98,E,5980
3/27/98,E,4583
8/23/98,E,2836
7/4/98,E,2822
5/15/98,E,4554
3/26/98,E,8453
8/22/98,E,9373
7/3/98,E,8349
5/14/98,E,9421
3/25/98,E,1513
8/21/98,E,3281
7/2/98,E,6739
5/13/98,E,4433
3/24/98,E,5927
8/20/98,E,1909
7/1/98,E,2225
5/12/98,E,7361
3/23/98,E,0820
8/19/98,E,7975
6/30/98,E,8447
5/11/98,E,2236
3/22/98,E,2269
8/18/98,E,8753
6/29/98,E,8438
5/10/98,E,1909
3/21/98,E,0659
8/17/98,E,6154
6/28/98,E,4441
5/9/98,E,0414
3/20/98,E,3189
8/16/98,E,7178
6/27/98,E,4711
5/8/98,E,6544
3/19/98,E,6459
8/15/98,E,2242
6/26/98,E,3943
5/7/98,E,8691
3/18/98,E,1381
8/14/98,E,3991
6/25/98,E,9705
5/6/98,E,0613
3/17/98,E,4067
8/13/98,E,0297
6/24/98,E,3587
5/5/98,E,4542
3/16/98,E,5752
8/12/98,E,5156
6/23/98,E,7091
5/4/98,E,0575
3/15/98,E,3822
8/11/98,E,8014
6/22/98,E,5463
5/3/98,E,6677
3/14/98,E,5104
8/10/98,E,4040
6/21/98,E,6536
5/2/98,E,4319
3/13/98,E,9386
8/9/98,E,0263
6/20/98,E,7612
5/1/98,E,4845
3/12/98,E,7013
8/8/98,E,9506
6/19/98,E,8459
4/30/98,E,3239
3/11/98,E,9859
8/7/98,E,1211
6/18/98,E,7891
4/29/98,E,8988
3/10/98,E,2972
8/6/98,E,8194
6/17/98,E,4317
4/28/98,E,1357
3/9/98,E,9415
8/5/98,E,9233
6/16/98,E,5276
4/27/98,E,7685
3/8/98,E,6284
8/4/98,E,9289
6/15/98,E,3409
4/26/98,E,7027
3/7/98,E,0413
8/3/98,E,3205
6/14/98,E,4359
4/25/98,E,7221
3/6/98,E,1272
8/2/98,E,5610
6/13/98,E,8362
4/24/98,E,9257
3/5/98,E,3191
8/1/98,E,7901
6/12/98,E,2054
4/23/98,E,0729
3/4/98,E,6248
7/31/98,E,6621
6/11/98,E,6687
4/22/98,E,3066
3/3/98,E,8840
7/30/98,E,1880
6/10/98,E,8029
4/21/98,E,0607
3/2/98,E,3326
7/29/98,E,8929
6/9/98,E,7467
4/20/98,E,5275
3/1/98,E,7970
2/28/98,E,9578
1/9/98,E,8109
11/20/97,E,4409
10/1/97,E,6042
2/27/98,E,2981
1/8/98,E,8245
11/19/97,E,5593
9/30/97,E,7300
2/26/98,E,4560
1/7/98,E,7664
11/18/97,E,0963
9/29/97,E,2876
2/25/98,E,2150
1/6/98,E,8848
11/17/97,E,4937
9/28/97,E,1783
2/24/98,E,4490
1/5/98,E,4968
11/16/97,E,5985
9/27/97,E,2921
2/23/98,E,1491
1/4/98,E,6861
11/15/97,E,4216
9/26/97,E,4853
2/22/98,E,4998
1/3/98,E,7429
11/14/97,E,8677
9/25/97,E,2288
2/21/98,E,2279
1/2/98,E,4828
11/13/97,E,1457
9/24/97,E,1035
2/20/98,E,4331
1/1/98,E,5637
11/12/97,E,4377
9/23/97,E,5262
2/19/98,E,5729
12/31/97,E,2289
11/11/97,E,0068
9/22/97,E,7979
2/18/98,E,4748
12/30/97,E,3596
11/10/97,E,3617
9/21/97,E,5512
2/17/98,E,3668
12/29/97,E,0069
11/9/97,E,1141
9/20/97,E,1481
2/16/98,E,9349
12/28/97,E,3817
11/8/97,E,5045
9/19/97,E,9517
2/15/98,E,4369
12/27/97,E,3262
11/7/97,E,5632
9/18/97,E,2658
2/14/98,E,1921
12/26/97,E,4390
11/6/97,E,3210
9/17/97,E,5056
2/13/98,E,0249
12/25/97,E,3314
11/5/97,E,0343
9/16/97,E,0283
2/12/98,E,4627
12/24/97,E,0564
11/4/97,E,3558
9/15/97,E,5982
2/11/98,E,4549
12/23/97,E,5670
11/3/97,E,1463
9/14/97,E,1603
2/10/98,E,1791
12/22/97,E,0059
11/2/97,E,0421
9/13/97,E,9413
2/9/98,E,7730
12/21/97,E,7101
11/1/97,E,0434
9/12/97,E,7139
2/8/98,E,3393
12/20/97,E,4324
10/31/97,E,5723
9/11/97,E,3456
2/7/98,E,6204
12/19/97,E,4377
10/30/97,E,4664
9/10/97,E,3585
2/6/98,E,4017
12/18/97,E,8677
10/29/97,E,3792
9/9/97,E,6717
2/5/98,E,5782
12/17/97,E,6246
10/28/97,E,5904
9/8/97,E,4970
2/4/98,E,0762
12/16/97,E,9351
10/27/97,E,9952
9/7/97,E,7925
2/3/98,E,6621
12/15/97,E,4438
10/26/97,E,8996
9/6/97,E,8971
2/2/98,E,7548
12/14/97,E,6016
10/25/97,E,9924
9/5/97,E,5238
2/1/98,E,5919
12/13/97,E,4488
10/24/97,E,2807
9/4/97,E,5924
1/31/98,E,6813
12/12/97,E,5079
10/23/97,E,6076
9/3/97,E,4107
1/30/98,E,3019
12/11/97,E,9906
10/22/97,E,0112
9/2/97,E,7308
1/29/98,E,7742
12/10/97,E,9202
10/21/97,E,5622
9/1/97,E,5345
1/28/98,E,7897
12/9/97,E,4978
10/20/97,E,4973
8/31/97,E,9368
1/27/98,E,3927
12/8/97,E,8666
10/19/97,E,7702
8/30/97,E,8358
1/26/98,E,8458
12/7/97,E,8707
10/18/97,E,8839
8/29/97,E,3054
1/25/98,E,0453
12/6/97,E,8263
10/17/97,E,8693
8/28/97,E,1326
1/24/98,E,7087
12/5/97,E,1551
10/16/97,E,7549
8/27/97,E,8019
1/23/98,E,3398
12/4/97,E,2574
10/15/97,E,2129
8/26/97,E,2776
1/22/98,E,6823
12/3/97,E,6559
10/14/97,E,6620
8/25/97,E,9712
1/21/98,E,0452
12/2/97,E,0547
10/13/97,E,8578
8/24/97,E,9597
1/20/98,E,4663
12/1/97,E,6602
10/12/97,E,8808
8/23/97,E,6811
1/19/98,E,2080
11/30/97,E,3115
10/11/97,E,9221
8/22/97,E,8646
1/18/98,E,8495
11/29/97,E,3938
10/10/97,E,7101
8/21/97,E,5944
1/17/98,E,3949
11/28/97,E,9831
10/9/97,E,1288
8/20/97,E,7456
1/16/98,E,7033
11/27/97,E,0788
10/8/97,E,6172
8/19/97,E,0926
1/15/98,E,5656
11/26/97,E,6479
10/7/97,E,4434
8/18/97,E,2713
1/14/98,E,3751
11/25/97,E,4327
